country,cmdCode,ml_growth_prob
Australia,8452,0.4880937933921814
Australia,8453,0.6378779609998068
Australia,8454,0.5085622668266296
Australia,8455,0.5024023254712423
Australia,8456,0.533336857954661
Australia,8457,0.591651201248169
Australia,8458,0.4215121964613597
Australia,8459,0.3706299265225728
Australia,8460,0.3773572047551473
Australia,8461,0.3773572047551473
Australia,8462,0.35708882411321
Australia,8463,0.37714142600695294
Australia,8464,0.5329196055730184
Australia,8466,0.36621130506197613
Australia,8467,0.36637935042381287
Australia,8470,0.5076651175816854
Australia,8471,0.3613433639208476
Australia,8472,0.4780622323354085
Australia,8473,0.26466835538546246
Australia,8474,0.328450342019399
Australia,8476,0.3018693725268046
Australia,8477,0.31341564655303955
Australia,8478,0.5628759662310282
Australia,8480,0.49337757627169293
Australia,8483,0.31435983379681903
Australia,8484,0.4610622425874074
Australia,8485,0.40015198787053424
Australia,8486,0.3976130783557892
Australia,8487,0.35483186443646747
Australia,8501,0.4008153975009918
Australia,8502,0.42452436685562134
Australia,8503,0.49539490540822345
Australia,8504,0.23620924850304922
Australia,8505,0.6389776269594828
Australia,8506,0.3885132273038228
Australia,8508,0.38663257161776227
Australia,8509,0.6319554448127747
Australia,8510,0.49685704708099365
Australia,8512,0.32789612809817
Australia,8513,0.3773572047551473
Australia,8514,0.5180805921554565
Australia,8516,0.3152103126049042
Australia,8519,0.6036853988965353
Australia,8522,0.3001396656036377
Australia,8524,0.41052526235580444
Australia,8525,0.45807988444964093
Australia,8526,0.4517928461233775
Australia,8527,0.4175959328810374
Australia,8528,0.3797703782717387
Australia,8529,0.3450426558653514
Australia,8530,0.37523109714190167
Australia,8531,0.47413215041160583
Australia,8532,0.5304647286732992
Australia,8533,0.5464619994163513
Australia,8535,0.5949175755182902
Australia,8538,0.33454551299413043
Australia,8539,0.3838687042395274
Australia,8540,0.5347286462783813
Australia,8541,0.33607425292332965
Australia,8542,0.42642630139986676
Australia,8543,0.4538816511631012
Australia,8546,0.5883510311444601
Australia,8547,0.3503505786259969
Australia,8549,0.4122220079104106
Australia,8601,0.6008790532747904
Australia,8603,0.7807724277178446
Australia,8604,0.3094320595264435
Australia,8606,0.5642820199330648
Australia,8607,0.35483186443646747
