dest_country,cmdCode,commodity,demand_4y_total,demand_yr1,gcc_2023_exp,uv_mean,uv_cagr,viability_score,grade,penetration_pct,is_saturated,ml_growth_prob,imp_exp_ratio,pen_opportunity,dist_km,dist_sensitivity,weighted_dist_km,hs2,lpi_score,mfn_tariff_rate,demand_4y_total_n,uv_mean_n,viability_score_n,pen_opportunity_n,ml_growth_prob_n,uv_cagr_pos,uv_cagr_n,lpi_n,tariff_n_inv,dist_n_inv,landing_cost_n,opportunity_score,opportunity_rationale,gcc_country,recommended_transport,transport_rationale
Thailand,7601,Aluminium; unwrought,2113076089.4459922,473228131.572818,3322847715.282,2.637248948807116,6.35,0.65,B,21.66,False,0.5366923826770436,0.9999999997450781,0.7834,5358.801746541376,0.7,3751.1612225789627,76,3.5,5.047714285714285,0.0020850584745318304,0.004065481364477163,0.562499999296875,0.10981912097407774,0.4770359763789609,6.35,0.19318527532116872,0.4285714282653062,0.9868402234637215,0.8297071805267948,0.7521628844100444,0.3015932609273747,"low landing cost (tariff 5.0%, LPI 3.5)",Bahrain,Sea,"Standard sea freight; low unit value ($2.6/kg), non-perishable, long-haul route (5,359 km)"
Viet Nam,7601,Aluminium; unwrought,2487389251.2,621847312.8,3322847715.282,2.637248948807116,6.35,0.85,A,21.66,False,0.36362395645930645,0.9999999997450781,0.7834,5616.376993006056,0.7,3931.463895104239,76,2.9,8.160571428571428,0.0024544093914284355,0.004065481364477163,0.8124999989843749,0.10981912097407774,0.19085845764789977,6.35,0.19318527532116872,0.0,0.9787247672253814,0.8213041465109998,0.5968159435179026,0.2997658055871715,stable market (A grade),Bahrain,Sea,"Standard sea freight; low unit value ($2.6/kg), non-perishable, long-haul route (5,616 km)"
Lebanon,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",10215294.98303279,1790261.0457320972,375426597.383,4.2492713680791345,4.47,0.2,D,4.23,False,0.4165952942895412,0.9999999977116256,0.9577,1685.1100298208726,0.7,1179.5770208746108,76,2.9,7.314,1.007516670134912e-05,0.006702782733853078,0.0,0.860465112573363,0.2784492814359984,4.47,0.13599026467490144,0.0,0.9809318435754687,0.9495562610687006,0.6297618026973627,0.29895364258616897,low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($4.2/kg), non-perishable, long-haul route (1,685 km)"
Egypt,7019,"Glass fibres (including glass wool) and articles thereof (e.g. yarn, woven fabrics)",1025678625.6,256419656.4,124085846.003,1.481989486318204,4.12,0.2,D,2.93,False,0.3195714780828067,0.9999999926736768,0.9707,1945.8099807240294,1.25,2432.262475905037,70,3.1,17.90890625,0.0010120765670281206,0.0021754534554469665,0.0,0.9164513311091675,0.11801542537880301,4.12,0.12534225737373467,0.14285714275510217,0.953310114059712,0.891174661160709,0.6541177108783478,0.2973750339963164,"low GCC penetration (high entry room) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 17.9%, LPI 3.1)",Bahrain,Sea,"Standard sea freight; low unit value ($1.5/kg), non-perishable, long-haul route (1,946 km)"
Saudi Arabia,7605,Aluminium wire,236164874.7671221,32827522.51893703,695800835.797,3.4836650756475303,9.5,0.65,B,23.61,False,0.5813869634240836,0.9999999985643221,0.7639,424.8124705672246,0.7,297.36872939705717,76,3.4,4.801974286720676,0.0002330293478329786,0.00545023531311403,0.562499999296875,0.02583979317037129,0.5509407578485812,9.5,0.28901734103166976,0.3571428568877551,0.987480886403368,0.9906717153128024,0.7676602833002621,0.29702137081317304,"rising prices (+10%/yr) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.4)",Bahrain,Land,Land-eligible destination (Saudi Arabia); road corridor available
Türkiye,3102,"Fertilizers; mineral or chemical, nitrogenous",800120848.0,200030212.0,290410151.785,0.6283533987347913,8.64,0.65,B,17.29,False,0.3669041038484878,0.999999996974898,0.8271,2245.103915838776,0.7,1571.5727410871432,31,2.9,4.797916666666667,0.0007895089939849092,0.000778887504615397,0.562499999296875,0.2980189478982816,0.1962823495814123,8.64,0.26285366594880283,0.0,0.9874914649286484,0.9312872397344206,0.6278183959050645,0.29404229313521557,rising prices (+9%/yr) | proximity advantage (0.7x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($0.6/kg), non-perishable, long-haul route (2,245 km)"
Kuwait,3102,"Fertilizers; mineral or chemical, nitrogenous",333159788.96681845,19924778.800413452,290410151.785,0.6283533987347913,8.64,0.4,C,17.29,False,0.6619139329383018,0.999999996974898,0.8271,434.1519589232179,0.7,303.9063712462525,31,3.2,4.801974286720676,0.0003287384068628319,0.000778887504615397,0.2499999996875,0.2980189478982816,0.684096231843115,8.64,0.26285366594880283,0.21428571413265327,0.987480886403368,0.9903670275005119,0.7175841113829038,0.29367334611440626,"rising prices (+9%/yr) | proximity advantage (0.7x sensitivity) | ML growth signal (66%) | low landing cost (tariff 4.8%, LPI 3.2)",Bahrain,Land,Land-eligible destination (Kuwait); road corridor available
Thailand,7605,Aluminium wire,235884683.58081946,44347847.60763891,695800835.797,3.4836650756475303,9.5,0.65,B,23.61,False,0.5720087512969529,0.9999999985643221,0.7639,5358.801746541376,0.7,3751.1612225789627,76,3.5,5.047714285714285,0.0002327528711227227,0.00545023531311403,0.562499999296875,0.02583979317037129,0.5354334031257777,9.5,0.28901734103166976,0.4285714282653062,0.9868402234637215,0.8297071805267948,0.7521628844100444,0.2931459563881824,"rising prices (+10%/yr) | low landing cost (tariff 5.0%, LPI 3.5)",Bahrain,Sea,"Standard sea freight; low unit value ($3.5/kg), non-perishable, long-haul route (5,359 km)"
Tunisia,7019,"Glass fibres (including glass wool) and articles thereof (e.g. yarn, woven fabrics)",130937119.48860013,30942888.588522572,124085846.003,1.481989486318204,4.12,0.2,D,2.93,False,0.3531006490623185,0.9999999926736768,0.9707,3976.663786976152,1.25,4970.82973372019,70,2.9,9.0625,0.00012919658995460162,0.0021754534554469665,0.0,0.9164513311091675,0.17345762916907928,4.12,0.12534225737373467,0.0,0.9763733705773427,0.7728643404092863,0.5837654333332587,0.29214569274931224,low GCC penetration (high entry room),Bahrain,Sea,"Standard sea freight; low unit value ($1.5/kg), non-perishable, long-haul route (3,977 km)"
Qatar,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",987662882.5334866,242379334.81892565,155794015.5,0.42276043526762186,6.33,0.65,B,24.21,False,0.5695729637108459,0.9999999934141867,0.7579,138.87584066887428,0.7,97.21308846821199,29,3.5,4.801974286720676,0.0009745647961560344,0.000442533247004713,0.562499999296875,0.0,0.5314057034304499,6.33,0.19257681776110205,0.4285714282653062,0.987480886403368,1.0,0.7949923544542044,0.29094134642971303,"proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.5)",Bahrain,Land,Land-eligible destination (Qatar); road corridor available
Lebanon,7019,"Glass fibres (including glass wool) and articles thereof (e.g. yarn, woven fabrics)",838013.2518241026,190087.1380749296,124085846.003,1.481989486318204,4.12,0.2,D,2.93,False,0.2987873612487414,0.9999999926736768,0.9707,1685.1100298208726,1.25,2106.387537276091,70,2.9,5.9921875,8.221989745667274e-07,0.0021754534554469665,0.0,0.9164513311091675,0.0836478222603336,4.12,0.12534225737373467,0.0,0.9843779096834672,0.9063621132147559,0.6203416921770759,0.2886190572872652,low GCC penetration (high entry room) | proximity advantage (1.2x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($1.5/kg), non-perishable, long-haul route (1,685 km)"
Tunisia,7216,"Iron or non-alloy steel, angles, shapes and sections",29206732.17584563,6733331.382141855,168360543.619,0.9554618588523419,6.37,0.2,D,4.91,False,0.3844414355737823,0.9999999946077964,0.9509,3976.663786976152,0.7,2783.6646508833064,72,2.9,3.4730538922155687,2.881483566591393e-05,0.001314043579052654,0.0,0.8311800136469422,0.22528122700804448,6.37,0.1937937328812354,0.0,0.9909454833350295,0.8747975082976377,0.6150775704084213,0.2869387597373433,low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($1.0/kg), non-perishable, long-haul route (3,977 km)"
Kuwait,7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or the like; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",72539659.06601305,14984160.493627742,106864214.712,0.36096150433910373,7.68,0.4,C,15.24,False,0.5151496759993847,0.999999988925011,0.8476,434.1519589232179,0.7,303.9063712462525,72,3.2,4.801974286720676,7.15733008069691e-05,0.000341428942737437,0.2499999996875,0.3863049078970504,0.4414140060491027,7.68,0.23364770306560248,0.21428571413265327,0.987480886403368,0.9903670275005119,0.7175841113829038,0.28609122327241737,"proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.2)",Bahrain,Land,Land-eligible destination (Kuwait); road corridor available
Viet Nam,7605,Aluminium wire,129497889.10183662,30352224.585349478,695800835.797,3.4836650756475303,9.5,0.85,A,23.61,False,0.36429228026618654,0.9999999985643221,0.7639,5616.376993006056,0.7,3931.463895104239,76,2.9,8.160571428571428,0.00012777643934999664,0.00545023531311403,0.8124999989843749,0.02583979317037129,0.19196356533820266,9.5,0.28901734103166976,0.0,0.9787247672253814,0.8213041465109998,0.5968159435179026,0.2854706873051605,rising prices (+10%/yr) | stable market (A grade),Bahrain,Sea,"Standard sea freight; low unit value ($3.5/kg), non-perishable, long-haul route (5,616 km)"
Lebanon,7207,Iron or non-alloy steel; semi-finished products thereof,322969.13161156594,59204.45782691507,298337345.811,0.6551757130244991,4.39,0.2,D,7.68,False,0.5,0.9999999960950715,0.9232,1685.1100298208726,0.7,1179.5770208746108,72,2.9,2.0548502994011977,3.139827602308744e-07,0.0008227693547437734,0.0,0.7118863018437284,0.41636323981847356,4.39,0.13355643443463475,0.0,0.9946428483814633,0.9495562610687006,0.6352462046197606,0.28336488042711827,low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($0.7/kg), non-perishable, long-haul route (1,685 km)"
Chile,3102,"Fertilizers; mineral or chemical, nitrogenous",503877668.5845276,123523272.88977751,290410151.785,0.6283533987347913,8.64,0.65,B,17.29,False,0.36899640222321706,0.999999996974898,0.8271,14369.377939285607,0.7,10058.564557499923,31,3.0,6.0,0.0004971930908284566,0.000778887504615397,0.562499999296875,0.2980189478982816,0.1997420722495536,8.64,0.26285366594880283,0.07142857137755108,0.9843575418994821,0.5357496699011579,0.5526804342172251,0.2830444921730647,rising prices (+9%/yr),Bahrain,Sea,"Standard sea freight; low unit value ($0.6/kg), non-perishable, long-haul route (14,369 km)"
Qatar,7601,Aluminium; unwrought,9121853833.920685,1954852421.4985814,3322847715.282,2.637248948807116,6.35,0.65,B,21.66,False,0.36772205338493313,0.9999999997450781,0.7834,138.87584066887428,0.7,97.21308846821199,76,3.5,4.801974286720676,0.009000921315463655,0.004065481364477163,0.562499999296875,0.10981912097407774,0.19763487108925018,6.35,0.19318527532116872,0.4285714282653062,0.987480886403368,1.0,0.7949923544542044,0.2818065366152606,"proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.5)",Bahrain,Land,Land-eligible destination (Qatar); road corridor available
Morocco,7605,Aluminium wire,32692.784,8173.196,695800835.797,3.4836650756475303,9.5,0.65,B,23.61,False,0.624154342908048,0.9999999985643221,0.7639,5526.290499616512,0.7,3868.4033497315577,76,2.9,22.432,2.7554586983286086e-08,0.00545023531311403,0.562499999296875,0.02583979317037129,0.6216588131913431,9.5,0.28901734103166976,0.0,0.9415180633148639,0.8242430930080183,0.5826679985779502,0.2762860831907909,rising prices (+10%/yr),Bahrain,Sea,"Standard sea freight; low unit value ($3.5/kg), non-perishable, long-haul route (5,526 km)"
Thailand,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",1022651011.2,255662752.8,155794015.5,0.42276043526762186,6.33,0.65,B,24.21,False,0.5106421926998452,0.9999999934141867,0.7579,5358.801746541376,0.7,3751.1612225789627,29,3.5,0.20834146341463414,0.0010090890895122105,0.000442533247004713,0.562499999296875,0.0,0.4339606512427152,6.33,0.19257681776110205,0.4285714282653062,0.9994568378979893,0.8297071805267948,0.7572095301837517,0.2755380486437107,"low landing cost (tariff 0.2%, LPI 3.5)",Bahrain,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (5,359 km)"
South Africa,7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or the like; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",55852218.21198877,10189360.126100779,106864214.712,0.36096150433910373,7.68,0.4,C,15.24,False,0.3666478719778399,0.999999988925011,0.8476,6254.770431835424,0.7,4378.339302284796,72,3.7,4.800419161676646,5.5107084253936706e-05,0.000341428942737437,0.2499999996875,0.3863049078970504,0.19585865704219899,7.68,0.23364770306560248,0.5714285710204083,0.9874849407330917,0.8004774488544022,0.7951133383639801,0.2731609558647502,"low landing cost (tariff 4.8%, LPI 3.7)",Bahrain,Sea,"Standard sea freight; low unit value ($0.4/kg), non-perishable, long-haul route (6,255 km)"
Kuwait,7605,Aluminium wire,7803322.367564529,1425873.2660766076,695800835.797,3.4836650756475303,9.5,0.4,C,23.61,False,0.8529595746344515,0.9999999985643221,0.7639,434.1519589232179,0.7,303.9063712462525,76,3.2,4.801974286720676,7.695169447503782e-06,0.00545023531311403,0.2499999996875,0.02583979317037129,0.9999999983464488,9.5,0.28901734103166976,0.21428571413265327,0.987480886403368,0.9903670275005119,0.7175841113829038,0.27185953560888465,"rising prices (+10%/yr) | proximity advantage (0.7x sensitivity) | ML growth signal (85%) | low landing cost (tariff 4.8%, LPI 3.2)",Bahrain,Land,Land-eligible destination (Kuwait); road corridor available
Jordan,7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or the like; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",899049.5695101321,156731.73545899335,106864214.712,0.36096150433910373,7.68,0.4,C,15.24,False,0.5,0.999999988925011,0.8476,1563.2303607054416,0.7,1094.261252493809,72,2.9,1.5462048192771085,8.824261378213897e-07,0.000341428942737437,0.2499999996875,0.3863049078970504,0.41636323981847356,7.68,0.23364770306560248,0.0,0.9959689259832731,0.9535324156855273,0.6367706743146911,0.2714464583704553,proximity advantage (0.7x sensitivity),Bahrain,Land,Land-eligible destination (Jordan); road corridor available
Oman,7614,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated)",89262084.96287966,16710633.138071414,269927728.012,4.5488439716405935,10.66,0.4,C,14.44,False,0.3456613582276692,0.9999999962667923,0.8556,856.2098715748632,0.7,599.3469101024042,76,3.3,4.801974286720676,8.807403860844203e-05,0.007192889588543681,0.2499999996875,0.42075796545754546,0.16115638024282963,10.66,0.3243078795155368,0.285714285510204,0.987480886403368,0.9765979753678818,0.739141848331889,0.2713932654693917,"rising prices (+11%/yr) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.3)",Bahrain,Land,Land-eligible destination (Oman); road corridor available
Indonesia,7601,Aluminium; unwrought,6379341366.74567,1215301439.035298,3322847715.282,2.637248948807116,6.35,0.65,B,21.66,False,0.47477620086436284,0.9999999997450781,0.7834,7032.42596455073,0.7,4922.698175185511,76,3.0,8.620285714285714,0.006294766154889434,0.004065481364477163,0.562499999296875,0.10981912097407774,0.37465439432099523,6.35,0.19318527532116872,0.07142857137755108,0.9775262569832988,0.7751075191594152,0.6097873825653162,0.27105120436495833,volume-driven opportunity,Bahrain,Sea,"Standard sea freight; low unit value ($2.6/kg), non-perishable, long-haul route (7,032 km)"
Oman,3102,"Fertilizers; mineral or chemical, nitrogenous",4648563536.982911,1162140884.2457278,290410151.785,0.6283533987347913,8.64,0.4,C,17.29,False,0.49814922906985487,0.999999996974898,0.8271,856.2098715748632,0.7,599.3469101024042,31,3.3,4.801974286720676,0.00458693313247676,0.000778887504615397,0.2499999996875,0.2980189478982816,0.4133028951669185,8.64,0.26285366594880283,0.285714285510204,0.987480886403368,0.9765979753678818,0.739141848331889,0.27089222167053784,"rising prices (+9%/yr) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 4.8%, LPI 3.3)",Bahrain,Land,Land-eligible destination (Oman); road corridor available
Türkiye,7601,Aluminium; unwrought,3841580428.0518274,616827017.6441448,3322847715.282,2.637248948807116,6.35,0.65,B,21.66,False,0.46206659952027435,0.9999999997450781,0.7834,2245.103915838776,0.7,1571.5727410871432,76,2.9,10.169428571428572,0.0037906481453096556,0.004065481364477163,0.562499999296875,0.10981912097407774,0.3536384166744646,6.35,0.19318527532116872,0.0,0.9734875232775365,0.9312872397344206,0.6222168192446198,0.27018799259980586,proximity advantage (0.7x sensitivity),Bahrain,Sea,"Standard sea freight; low unit value ($2.6/kg), non-perishable, long-haul route (2,245 km)"
Egypt,7207,Iron or non-alloy steel; semi-finished products thereof,15451609.648,3862902.412,298337345.811,0.6551757130244991,4.39,0.2,D,7.68,False,0.3682311929106553,0.9999999960950715,0.9232,1945.8099807240294,0.7,1362.0669865068205,72,3.1,3.6077844311377247,1.5242063888725593e-05,0.0008227693547437734,0.0,0.7118863018437284,0.19847675940674012,4.39,0.13355643443463475,0.14285714275510217,0.9905942305333713,0.9410512879184344,0.6815005141572429,0.2685181108368494,"low GCC penetration (high entry room) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 3.6%, LPI 3.1)",Bahrain,Sea,"Standard sea freight; low unit value ($0.7/kg), non-perishable, long-haul route (1,946 km)"
